name,year,subtext,duration,genres,director,stars
Our Summer in Provence,2014,not available, 1h 45m,Comedy & Drama,Rose Bosch,Jean Reno & Anna Galiena & Chloé Jouannet & Hugo Dessioux & Charlotte de Turckheim & Hugues Aufray & Lukas Pelissier & Tom Leeb & Aure Atika & Michel Drucker & Jean-Michel Noirey & Raphaëlle Agogué & Fabien Baïardi & Laurent Fernandez & Rodolphe Saulnier & Oussama Abassa & Joris Zapiain & Michel Drucker & Patrick Cottet-Moine & Andy Robert & Jeremy Mercer & Jean-Marc Ravera & Tiphaine Pitoizet & José Fernandez & José Fernandez & Raphaël Fernandez & Jean-Pierre Lorit & Franck Crouzet & Hedvig Markgren & Anya Stenberg & Nicole Baculard & Gérard Mangiavillano
My Mom's New Boyfriend,2008,PG-13, 1h 37m,Action & Comedy & Romance,George Gallo,Meg Ryan & Antonio Banderas & Selma Blair & Colin Hanks & Trevor Morgan & John Valdetero & Eli Danker & Tom Adams & Keith David & Enrico Colantoni & Marco St. John & Aki Avni & Tarri Markel
Once a Thief,1991,R, 1h 43m,Action & Comedy & Thriller & Crime,John Woo,Chow Yun-Fat & Leslie Cheung & Cherie Chung & Paul Chu Kong & Kenneth Tsang & Wu Fung & Pierre Yves Burton & John Dang & Tong Ka-Fai & Leila Tong & David Wu
Mystic Pizza,1988,R, 1h 44m,Comedy & Drama & Romance,Donald Petrie,Annabeth Gish & Julia Roberts & Lili Taylor & Vincent D'Onofrio & William R. Moses & Adam Storke & Matt Damon & Conchata Ferrell & Joanna Merlin & Porscha Radcliffe & John Fiore & Gene Amoroso & Sheila Ferrini & Janet Zarish & Lauren O'Brien & John Cunningham & Ann Flood & Suzanne Shepherd & Jack Ringstad & Jody Raymond & Jim O'Connor & Robin Joss & Ray Zuppa & Paul Timothy Burke & Bill Devany & Marc A. Vitale & Rita M. Herbert & Lew Resseguie
Critters,1986,PG-13, 1h 22m,Action & Comedy & Horror & Science Fiction & Thriller,Stephen Herek,Dee Wallace & M. Emmet Walsh & Billy Green Bush & Scott Grimes & Nadine Van der Velde & Billy Zane & Lin Shaye & Ethan Phillips & Don Keith Opper & Terrence Mann & Jeremy Lawrence & Michael Lee Gogin & Art Frankel
North,1994,PG, 1h 27m,Comedy & Drama & Family & Fantasy & Science Fiction,Rob Reiner,Elijah Wood & Jason Alexander & Julia Louis-Dreyfus & Jon Lovitz & Bruce Willis & Alan Arkin & Dan Aykroyd & Reba McEntire & Graham Greene & Kathy Bates & Alan Rachins & Abe Vigoda & Alexander Godunov & Kelly McGillis & Faith Ford & John Ritter & Scarlett Johansson & Keone Young & Lauren Tom & Richard Belzer & Rosalind Chao & George Cheung & Ayo Adejugbe & Darwyn Carson & Jesse Zeigler & Matthew McCurley & Tyler Gurciullo & Robert Costanzo & Ben Stein & Maud Winchester & Fritz Sperberg & Jussie Smollett & Glenn Walker Harris Jr. & Ryan O'Neill & Tony T. Johnson & Audrey Klebahn & Philip Levy & Dan Grimaldi & Marvin Braverman & Wendle Josepher & Carmela Rappazzo & Jordan Jacobson & James F. Dean & Nancy Nichols & Kim Delgado & Mitchell Group & Chuck Cooper & Peg Shirley & Alana Austin & Taylor Fry & Alan Zweibel & Donavon Dietz & Lucy Lin & Marla Frees & Robert Rigamonti & Brian Levinson
Living in Oblivion,1995,R, 1h 29m,Drama & Comedy,Tom DiCillo,Steve Buscemi & Catherine Keener & Dermot Mulroney & James Le Gros & Peter Dinklage & Danielle von Zerneck & Rica Martens & Kevin Corrigan & Robert Wightman
My Babysitter's a Vampire,2010,PG, 1h 20m,Adventure & Comedy & Family & Fantasy & TV Movie & Horror,Bruce McDonald,Matthew Knight & Vanessa Morgan & Atticus Mitchell & Cameron Kennedy & Kate Todd & Joe Dinicol & Ella Jonas Farlinger & Ari Cohen & Laura de Carteret & Hrant Alianak & Joan Gregson & Cassie Steele & Jamie Johnston & Nathan Stephenson & David Wontner & Rebecca Dalton & Matthew Peart & Terry Jones & Ray Kahnert & Jesse Trajkovski & Brad Cook & Laurie Ma & Heather Sande & William Christopher Ellis & J.J. Gallo & Kaitlin Howell & R.J. Hatakana & Brandon Ludwig & Samuel Turner & Stephan James
Children of Heaven,1997,not available, 1h 29m,Drama & Comedy & Family,Majid Majidi,Mohammad Amir Naji & Amir Farrokh Hashemian & Bahare Seddiqi & Nafise Jafar-Mohammadi & Fereshte Sarabandi & Kamal Mirkarimi & Behzad Rafi & Dariush Mokhtari & Mohammad-Hasan Hosseinian & Masume Dair & Kambiz Peykarnegar & Hasan Roohparvari & Abbas-Ali Roomandi & Jafar Seyfollahi & Qolamreza Maleki
Un homme pressé,2018,U, -,Comedy,Hervé Mimran,Leïla Bekhti & Fabrice Luchini & Igor Gotesman & Alexia Séféroglou & Fatima Adoum
Date Movie,2006,PG-13, 1h 23m,Comedy,Aaron Seltzer & Jason Friedberg,Alyson Hannigan & Adam Campbell & Sophie Monk & Jennifer Coolidge & Fred Willard & Meera Simhan & Eddie Griffin & Marie Matiko & Judah Friedlander & Carmen Electra & Tony Cox & Mauricio Sanchez & Charlie Dell & Beverly Polcyn & Scott Bridges & Dana Seltzer & Tom Lenk & Valery M. Ortiz & Tom Fitzpatrick & Susse Budde & Allison Kyler & Gian Franco Tordi
The Closet,2001,not available, 1h 24m,Comedy,Francis Veber,Daniel Auteuil & Gérard Depardieu & Thierry Lhermitte & Michèle Laroque & Michel Aumont & Jean Rochefort & Alexandra Vandernoot & Stanislas Crevillen & Edgar Givry & Thierry Ashanti & Irina Ninova & Marianne Groves & Michèle Garcia & Luq Hamett & Philippe Brigaud & Vincent Moscato & Eric Vanzetta & Laurent Gamelon & Michel Caccia & Armelle Deutsch
What Will Become of Us,2004,T, 1h 40m,Drama & Comedy,Giovanni Veronesi,Silvio Muccino & Violante Placido & Giuseppe Sanfelice & Elio Germano & Valeria Solarino & Enrico Silvestrin & Katy Louise Saunders & Myriam Catania & Pino Quartullo & Rocco Papaleo & Paola Tiziana Cruciani & Manuela Gatti & Eleonora Sergio & Dorotea Mercuri & Luis Molteni & Mauro Marchese & Alessia De Montis & Jamil Hammoudi
Woochi: The Demon Slayer,2009,not available, 2h 16m,Adventure & Action & Comedy & Fantasy,Choi Dong-hoon,Kang Dong-won & Kim Yoon-seok & Im Soo-jung & Yoo Hae-jin & Song Young-chang & Ju Jin-mo & Kim Sang-ho & Sun Woo-sun & Gong Jeong-hwan & Baek Yoon-sik & Yum Jung-ah & Kim Hyo-jin & Kwon Tae-won & Yeon-su Seo & Park Min-gyu & Ji-hyeok Min & Yeong-jin Sin & Jong-gu Yun & Hyeon-woo Son & No Seung-beom
Yoga Hosers,2016,R, 1h 28m,Comedy & Fantasy & Horror,Kevin Smith,Lily-Rose Depp & Harley Quinn Smith & Justin Long & Austin Butler & Adam Brody & Ralph Garman & Tony Hale & Natasha Lyonne & Haley Joel Osment & Vanessa Paradis & Ashley Greene & Jack Depp & Tyler Posey & Génesis Rodríguez & Johnny Depp & Kevin Smith & Stan Lee & Jennifer Schwalbach Smith & Kevin Conroy & Jason Mewes & Harley Morenstein & Sasheer Zamata & Joel Shock & Christopher Drake
The Wizard,1989,PG, 1h 40m,Adventure & Comedy & Drama & Family & Romance,Todd Holland,Fred Savage & Luke Edwards & Beau Bridges & Christian Slater & Jenny Lewis & Vince Trankina & Wendy Phillips & Sam McMurray & Will Seltzer & Dea McAllister & Beth Grant & Tobey Maguire
Rudderless,2014,R, 1h 45m,Music & Drama & Comedy,William H. Macy,Billy Crudup & Anton Yelchin & Felicity Huffman & Selena Gomez & Laurence Fishburne & William H. Macy & Jamie Chung & Kate Micucci & Zoe Graham & Miles Heizer & Alexandra Lovelace
Back to Mom's,2016,U, 1h 37m,Comedy,Eric Lavaine,Alexandra Lamy & Josiane Balasko & Mathilde Seigner & Philippe Lefebvre & Jérôme Commandeur & Cécile Rebboah & Didier Flamand
Scooby-Doo! and the Curse of the 13th Ghost,2019,not available, 1h 22m,Comedy & Family & Animation & Adventure & Mystery,Cecilia Aranovich,Frank Welker & Grey DeLisle & Matthew Lillard & Kate Micucci & Maurice LaMarche & Noshir Dalal & Nolan North & David Herman
Arizona Dream,1993,R, 2h 22m,Fantasy & Comedy & Drama & Romance,Emir Kusturica,Johnny Depp & Jerry Lewis & Faye Dunaway & Lili Taylor & Vincent Gallo & Paulina Porizkova & Michael J. Pollard & Polly Noonan & Alexia Rane & Candyce Mason & Ann Schulman & James R. Wilson & Erik Polczwartek & Kim Keo & Patricia O'Grady & Vincent Tocktoo & Ivan Borodin & Tricia Leigh Fisher
Greenberg,2010,R, 1h 47m,Comedy & Drama & Romance,Noah Baumbach,Ben Stiller & Greta Gerwig & Rhys Ifans & Jennifer Jason Leigh & Merritt Wever & Chris Messina & Brie Larson & Juno Temple & Mark Duplass & Dave Franco & Jake Paltrow & Susan Traylor & Mina Badie & Koby Rouviere & Sydney Rouviere & Max Hoffman
The Little Devil,1988,not available, 1h 39m,Comedy & Fantasy & Romance,Roberto Benigni,Walter Matthau & Roberto Benigni & Nicoletta Braschi & Stefania Sandrelli & Giacomo Piperno & Franco Fabrizi & Paolo Baroni & Annabella Schiavone & John Lurie & Mirella Falco
The Great Gilly Hopkins,2015,PG, 1h 39m,Comedy & Drama & Family,Stephen Herek,Sophie Nélisse & Kathy Bates & Glenn Close & Bill Cobbs & Octavia Spencer & Julia Stiles & Clare Foley & Billy Magnussen & Zachary Hernandez & Sammy Pignalosa & Toby Turner & Richard Topol & Salvatore L. Rossi & Cameron Clifford & Julee Cerda & Johanna Day & Katherine Paterson & Frank Oz & Blanca Camacho
Where the Heart Is,2000,PG-13, 2h 0m,Comedy & Drama & Romance,Matt Williams,Natalie Portman & Ashley Judd & Stockard Channing & Joan Cusack & Sally Field & James Frain & Dylan Bruno & Keith David & Ray Prewitt & Laura House & Mary Ashleigh Green & Kinna McInroe & Linda Wakeman & David Alvarado & Mark Voges & Todd Lowe & Margaret Hoard & Rodger Boyce & Gabriel Folse & Sue McCormick & Karey Green & Laura Auldridge & Alicia Godwin & Dennis Letts & Richard Jones & Kathryn Esquivel & Mark Mathis & J.D. Evermore & Angee Hughes & Mackenzie Fitzgerald & Nataly Peña & Yvette Diaz & T.J. McFarland & Richard Nance & Tony Mann & John Swasey & Scarlett McAlister & Kylie Harmon & Cody Linley & Bob Coonrod & Heather Kafka & Angelina Fiordellisi & Cheyenne Rushing & Deborah Abbott & Alecia Batson & Stacy Bellew & Jeff Cooper & Rebecca Davis & Lisa Del Dotto & Jeremy Denzlinger & Dan Eggleston & Adrian Garza & Jim Henry & Molly Howe & R.C. Keene & K. Todd Lytle & Erica Mincks & Trevor Doyle Nelson & Bobby Shue & Cassandra L. Small & Russell Towery & Chris Warner & Gena West & Jerry Wu & Jason C. Young
Critters 4,1992,PG-13, 1h 40m,Comedy & Horror & Science Fiction & Thriller,Rupert Harvey,Don Keith Opper & Terrence Mann & Angela Bassett & Brad Dourif & Anne Ramsay & Eric DaRe & Martine Beswick & Anders Hove & Paul Whitthorne
Tales from the Darkside: The Movie,1990,R, 1h 33m,Thriller & Comedy & Fantasy & Horror,John Harrison,Debbie Harry & Matthew Lawrence & Christian Slater & Steve Buscemi & Julianne Moore & Robert Sedgwick & David Johansen & William Hickey & Alice Drummond & Dolores Sutton & James Remar & Rae Dawn Chong & Robert Klein & Ashton Wise & Kathleen Chalfant & Michael Deak & George Guidall & Ralph Marrero & Philip Lenkowsky & Nicole Leach & Donna Davidge
Death to Smoochy,2002,R, 1h 49m,Comedy & Crime & Drama & Thriller,Danny DeVito,Robin Williams & Catherine Keener & Edward Norton & Danny DeVito & Jon Stewart & Pam Ferris & Danny Woodburn & Michael Rispoli & Harvey Fierstein & Vincent Schiavelli
Raoul Taburin,2019,not available, -,Comedy,Pierre Godeau,Benoît Poelvoorde & Edouard Baer & Suzanne Clément
Break,2018,not available, -,Comedy & Drama,Marc Fouchard,Sabrina Ouazani & Kévin Mischel & Slimane & Hassam Ghancy & Maxime Pambet & Christophe Reymond & Camille Japy & Salomon Azaro & Meda Minyaoui & Jackson Ntcham
The Big Bus,1976,PG, 1h 28m,Action & Comedy,James Frawley,Joseph Bologna & Stockard Channing & John Beck & Rene Auberjonois & Ned Beatty & Bob Dishy & José Ferrer & Ruth Gordon & Harold Gould & Larry Hagman & Sally Kellerman & Richard Mulligan & Lynn Redgrave & Richard B. Shull & Stuart Margolin & Howard Hesseman & Mary Charlotte Wilcox & Walter Brooke & Vic Tayback & Murphy Dunne
Rape Zombie: Lust of the Dead,2012,NC-17, 1h 13m,Comedy & Horror,Naoyuki Tomomatsu,Yui Aikawa & Asami & Shungiku Uchida & Alice Ozawa & Saya Kobayashi & Takeshi Nakazawa & Kazuyoshi Akishima & Rina Aikawa & Norman England & Hiroshi Fujita & Fukuten & Haruna & Yukihiro Haruzono & Hiroshi Hatakeyama & Yuria Hidaka & Ryôichi Inaba & Hideo Jōjō & Amu Kamika & Hiroyuki Kaneko & Hidetoshi Kageyama & Riri Kôda & Masaki Nishimura & Tomoaki Sandan & Yôko Satomi & Sayaka Sudô & Shingo Takasugi & Yûya Takayama & Masahiro Taniguchi & Atsushi Tsuda & Kazurô Tsuji & Miho Wakabayashi & Kaoru Yamashina & Natsuki Yonemoto & Naoyuki Tomomatsu
Murder She Said,1961,not available, 1h 27m,Drama & Crime & Mystery & Comedy,George Pollock,Margaret Rutherford & Arthur Kennedy & Muriel Pavlow & James Robertson Justice & Thorley Walters & Charles Tingwell & Conrad Phillips & Ronald Howard & Joan Hickson & Stringer Davis & Ronnie Raymond & Gerald Cross & Michael Golden & Richard Briers & Lucy Griffiths & Peter Butterworth & Barbara Leake & Gordon Harris & Richard Briers & Aileen Lewis & Nadia Pavlova
Dirty Work,1998,PG-13, 1h 22m,Comedy,Bob Saget,Norm Macdonald & Artie Lange & Jack Warden & Traylor Howard & Don Rickles & Christopher McDonald & Chevy Chase & Chris Farley & Kevin Farley & Rebecca Romijn & Adam Sandler & John Goodman & David Koechner & Gary Coleman & Ken Norton & Uni Park & Gerry Mendicino & Scott Gibson & Polly Shannon & Boyd Banks & Shane Daly & Jessica Booker & Conrad Bergschneider & Arturo Gil & George Chuvalo & Mif & Michael A. Miranda & Jennifer Steede & Cliff Saunders & Conrad Goode & Bess Motta & A. Frank Ruffo & Grant Nickalls & Chris Gillett & Bradley Reid & Joseph Sicilia & Matt Steinberg & Austin Pool & Matt Steinberg & Michael Vollans & Hrant Alianak & Deborah Hinderstein & Laura Stone & James Downey & Wilfrid Bray & Rummy Bishop & Fred Wolf & Henry Chan & James Carroll & Paul O'Sullivan & B.J. McQueen & Tony Meyler & James Binkley & Johnie Chase & Kay Hawtrey & Lloyd White & Dini Petty & Mike Anscombe & Howard Jerome & Joslyn Wenn & Robbie Rox & Sanjay Taiwar & Trevor Bain & Gord Martineau & George Sperdakos & Eleanor Doyes & Laura Pudwell & Emilio Roman & Christine Odom & Richard Sali & Arlaine Wright & Michael Stevens & Kevin Farley
Badges of Fury,2013,not available, 1h 38m,Comedy & Action & Crime,Wong Tsz Ming,Jet Li & Wen Zhang & Liu Shishi & Michelle Chen & Liu Yan & Stephen Fung & Raymond Lam & Bruce Leung Siu-Lung & Wu Jing & Huang Xiaoming & Stephy Tang & Kevin Cheng
Son of the Pink Panther,1993,PG, 1h 33m,Comedy,Blake Edwards,Roberto Benigni & Herbert Lom & Claudia Cardinale & Shabana Azmi & Debrah Farentino & Jennifer Edwards & Robert Davi & Mark Schneider & Mike Starr & Kenny Spalding & Anton Rodgers & Burt Kwouk & Graham Stark & Oliver Cotton & Aharon Ipalé
Spanish Affair,2014,not available, 1h 38m,Comedy & Romance,Emilio Martínez Lázaro,Clara Lago & Dani Rovira & Karra Elejalde & Carmen Machi & Alberto López & Aitor Mazo & Alfonso Sánchez & Abel Mora & Aitziber Garmendia & Miriam Cabeza & Lander Otaola & Santi Ugalde & Itziar Atienza & Telmo Esnal & Iñaki Beraetxe
High Heels,1991,not available, 1h 49m,Comedy & Drama & Romance,Pedro Almodóvar,Victoria Abril & Marisa Paredes & Miguel Bosé & Anna Lizaran & Cristina Marcos & Mayrata O'Wisiedo & Féodor Atkine & Pedro Díez del Corral & Bibiana Fernández & Javier Bardem & Lupe Barrado & Paula Soldevila & Gabriel Garbisu & Eva Siba & Miriam Díaz-Aroca & Rocío Muñoz
Just to Be Sure,2017,not available, 1h 40m,Drama & Comedy,Carine Tardieu,François Damiens & Cécile de France & Alice de Lencquesaing & André Wilms & Guy Marchand & Estéban & Perrette Souplex & Aylin Mikaelian & Lyes Salem & Alban Aumard & Loïc Baylacq & Nadège Beausson-Diagne & Soumayé Bocoum & Guillaume Clemencin & Julie Debazac & Anna Gaylor & Sam Karmann & Emmanuelle Michelet & Hervé Pierre & Brigitte Roüan
The Mirror Has Two Faces,1996,PG-13, 2h 6m,Comedy & Drama & Romance,Barbra Streisand,Barbra Streisand & Jeff Bridges & Lauren Bacall & George Segal & Mimi Rogers & Pierce Brosnan & Brenda Vaccaro & Austin Pendleton & Elle Macpherson & Ali Marsh & Leslie Stefanson & Taina Elg & Lucy Avery Brooks & Amber Smith & David Kinzie & Howard S. Herman & Thomas Hartman & Trevor Ristow & Brian Schwary & Jill Tara Kushner & Randy Pearlstein & Stacie Sumter & Cindy Guyer & Thomas Saccio & Andrew Parks & Jimmy Baio & Emma Fann & Laura Bailey & Mike Hodge & Anne O'Sullivan & Sandi Schroeder & Kiyoko M. Hairston & Ben Weber & Christopher Keyes & Lisa Wheeler & Kirk Moore & Regina Viotto & Paul LaBreque & Rudy Ruggiero & William Cain & Adam LeFevre & JoAn Mollison & Carlo Scibelli
Bob Roberts,1992,R, 1h 42m,Comedy & Drama,Tim Robbins,Tim Robbins & Giancarlo Esposito & Alan Rickman & David Strathairn & James Spader & Helen Hunt & Jack Black & Susan Sarandon & Ray Wise & Brian Murray & Gore Vidal & Rebecca Jenkins & Harry Lennix & John Ottavino & Robert Stanton & Kelly Willis & John Cusack & Jeremy Piven & Peter Gallagher & Fred Ward & Tom Atkins & Mark McGrath & Fisher Stevens & Bob Balaban & Steve Pink & Ned Bellamy
My Old Lady,2014,PG-13, 1h 47m,Romance & Comedy & Drama,Israel Horovitz,Maggie Smith & Kevin Kline & Kristin Scott Thomas & Dominique Pinon & Michael Burstin & Elie Wajeman & Noémie Lvovsky & Stéphane De Groodt & Stéphane Freiss
The Valet,2006,not available, 1h 25m,Comedy,Francis Veber,Gad Elmaleh & Alice Taglioni & Daniel Auteuil & Kristin Scott Thomas & Richard Berry & Virginie Ledoyen & Dany Boon & Irina Ninova & Michel Aumont
Cedar Rapids,2011,R, 1h 27m,Comedy,Miguel Arteta,Ed Helms & John C. Reilly & Anne Heche & Isiah Whitlock Jr. & Stephen Root & Kurtwood Smith & Alia Shawkat & Thomas Lennon & Rob Corddry & Mike O'Malley & Sigourney Weaver & Seth Morris & Mike Birbiglia & Inga R. Wilson
The Meddler,2016,PG-13, 1h 40m,Comedy & Drama,Lorene Scafaria,Susan Sarandon & Rose Byrne & J.K. Simmons & Cecily Strong & Jerrod Carmichael & Michael McKean & Jason Ritter & Billy Magnussen & Lucy Punch & Sarah Baker & Amy Landecker & Casey Wilson & Harry Hamlin & Laura San Giacomo & Megalyn Echikunwoke & Lou Volpe & Tony Amendola & Robert Picardo & Irina Maleeva & Tehya Santos & Rebecca Drysdale & Randall Park & Bill Fagerbakke & Marques Ray & Corey Reynolds & Shiri Appleby & Daniel Maurio & Beverly Mitchell & Despina Demetriou
The Incredible Burt Wonderstone,2013,PG-13, 1h 40m,Comedy,Don Scardino,Steve Carell & Jim Carrey & Steve Buscemi & Olivia Wilde & James Gandolfini & Alan Arkin & Jay Mohr & Gillian Jacobs & Brad Garrett & David Copperfield & Fiona Hale & Michael Herbig & Leni Ito & Rusty Meyers & Augie Isaac & Mason Cook
The Machine Girl,2008,not available, 1h 36m,Action & Adventure & Comedy & Crime & Horror & Thriller,Noboru Iguchi,Minase Yashiro & Asami & Yûya Ishikawa & Kentarô Shimazu & Honoka & Noriko Kijima & Ryôsuke Kawamura & Nobuhiro Nishihara & Nahana & Kentaro Kishi & Demo Tanaka & Taro Suwa & Ryôji Okamoto & Erika Terajima & Hiroko Yashiki
The Station Agent,2003,R, 1h 28m,Drama & Comedy,Tom McCarthy,Peter Dinklage & Patricia Clarkson & Bobby Cannavale & Michelle Williams & Raven Goodwin & Josh Pais & John Slattery & Jayce Bartok & Joe Lo Truglio & Paul Benjamin & Jase Blankfort & Paula Garcés & Richard Kind & Lynn Cohen & Marla Sucharetza
Scooby-Doo! & Batman: The Brave and the Bold,2018,NR, 1h 15m,Animation & Comedy & Action,Jake Castorena,Frank Welker & Matthew Lillard & Diedrich Bader & Grey DeLisle & Kate Micucci & Jeff Bennett & Tara Strong & Jeffrey Combs & John DiMaggio & Tom Kenny & John Michael Higgins & Nika Futterman & Fred Tatasciore & Nicholas Guest & Kevin Michael Richardson
Manitou's Shoe,2001,6, 1h 27m,Comedy & Western,Michael Herbig,Michael Herbig & Christian Tramitz & Sky du Mont & Marie Bäumer & Rick Kavanian & Hilmi Sözer & Irshad Panjatan & Tim Wilde & Oliver Wnuk & Siegfried Terpoorten & Robinson Reichel & Joseph Hannesschläger & Gerd Lohmeyer & Antonio Ramirez & Tim Sikyea & Robert Alan Packard & Salvatore Pascale & Alexander Held & Diana Herold & Paul Hayes
That Man from Rio,1964,not available, 1h 52m,Action & Adventure & Comedy,Philippe de Broca,Jean-Paul Belmondo & Françoise Dorléac & Jean Servais & Simone Renant & Adolfo Celi & Roger Dumas & Daniel Ceccaldi & Ubiracy De Oliveira & Milton Ribeiro & Lucien Raimbourg
Waitress,2007,PG-13, 1h 48m,Comedy & Romance,Adrienne Shelly,Keri Russell & Nathan Fillion & Andy Griffith & Cheryl Hines & Eddie Jemison & Jeremy Sisto & Adrienne Shelly & Lew Temple & Darby Stanchfield & Cindy Drummond & Lauri Johnson & Nathan Dean & Heidi Sulzman & Sarah Hunley & Caroline Fogarty & Christy Taylor & Jennifer Walsh & Mackenzie King & Hunter A. King & Donna Leslie & Andy Ostroy
Quick Change,1990,R, 1h 29m,Comedy & Crime & Mystery,Howard Franklin & Bill Murray,Bill Murray & Geena Davis & Randy Quaid & Jason Robards & Stanley Tucci & Phil Hartman & Philip Bosco & Tony Shalhoub & Steve Park & Kurtwood Smith & Victor Argo & Richard Joseph Paul & Davenia McFadden & Stuart Rudin & Bob Elliott & Bill Raymond
Sheena,1984,PG, 1h 57m,Action & Adventure & Comedy & Fantasy & Science Fiction,John Guillermin,Tanya Roberts & Ted Wass & Donovan Scott & Elizabeth of Toro & France Zobda & Trevor Thomas & Clifton Jones & John Forgeham
The Tit and the Moon,1994,not available, 1h 30m,Drama & Comedy,Bigas Luna,Biel Durán & Mathilda May & Gérard Darmon & Miguel Poveda & Abel Folk & Laura Mañá & Genís Sánchez & Xavier Massé & Victoria Lepori & Xus Estruch & Jane Harvey & Vanessa Isbert & Jordi Busquets & Diego Fernández & Diego Fernández & Salvador Anglada & Javier Bardem
Cuban Fury,2014,R, 1h 38m,Comedy,James Griffiths,Chris O'Dowd & Ian McShane & Rashida Jones & Nick Frost & Rory Kinnear & Olivia Colman & Ben Radcliffe & Isabella Steinbarth & Steve Oram & Alexandra Roach & Simon Pegg & Janine Wood & Wendi McLendon-Covey
The Bachelor,1999,PG-13, 1h 41m,Comedy & Romance,Gary Sinyor,Chris O'Donnell & Renée Zellweger & Artie Lange & Hal Holbrook & Ed Asner & James Cromwell & Marley Shelton & Peter Ustinov & Jennifer Esposito & Jason Aaron Baca & Katharine Towne & Rebecca Cross & Stacy Edwards & Mariah Carey & Sarah Silverman & Brooke Shields
Lolo,2015,not available, 1h 39m,Comedy,Julie Delpy,Julie Delpy & Dany Boon & Vincent Lacoste & Karin Viard & René-Alban Fleury & Antoine Lounguine & Christophe Vandevelde & Elise Larnicol & Christophe Canard & Nicolas Wanczycki & Rudy Milstein & Didier Duverger & Xavier Alcan & Fabienne Galula & Juliette Lamet & Frédéric Beigbeder & Karl Lagerfeld
Walking on Sunshine,2014,PG-13, 1h 37m,Comedy & Romance,Dania Pasquini & Max Giwa,Annabel Scholey & Hannah Arterton & Giulio Berruti & Greg Wise & Katy Brand & Leona Lewis & Danny Kirrane & Giulio Corso & Roberto Leone & Leona Lewis
Bang Bang!,2014,PG-13, 2h 33m,Action & Adventure & Comedy & Thriller,Siddharth Anand,Hrithik Roshan & Katrina Kaif & Danny Denzongpa & Javed Jaffrey & Jimmy Sheirgill & Ron Smoorenburg & Pavan Malhotra & Vikram Gokhale & Kanwaljit Singh & Deepti Naval
The Smurfs: The Legend of Smurfy Hollow,2013,G, 0h 22m,Comedy & Animation & Family & Fantasy,Stephan Franck,Hank Azaria & Melissa Sturm & Alan Cumming & Fred Armisen & Anton Yelchin & Jack Angel & Tom Kane & John Oliver & Gary Basaraba & Adam Wylie & Frank Welker
A Dirty Shame,2004,NC-17, 1h 29m,Comedy,John Waters,Tracey Ullman & Johnny Knoxville & Selma Blair & Chris Isaak & Suzanne Shepherd & Mink Stole & Patricia Hearst & Jackie Hoffman & Nicholas E.I. Noble & Lucy Newman-Williams & Scott Morgan & Wes Johnson & David A. Dunham & David Moretti & Jeffrey Auerbach & David Hasselhoff & James Ransone & Mary Vivian Pearce
The Monster,1994,not available, 1h 52m,Comedy,Roberto Benigni,Roberto Benigni & Michel Blanc & Nicoletta Braschi & Dominique Lavanant & Jean-Claude Brialy & Laurent Spielvogel & Ivano Marescotti & Franco Mescolini & Massimo Girotti & Luciana Pieri Palombi & Vittorio Amandola & Rita Di Lernia & Gennaro Morrone & Vincenzo Vitagliano & Giulio Turli & Flavio de Flavis & Roberto Corbiletto & Luisa Malcotti & Alessandra Celi & Eugenio Masciari & Giuseppe Misiti & Danilo Nigrelli & Antonella Tomassi & Paola Casale & Laura Scarimbolo & Antonella Lops & Davide Bechini & Francesco Mazzini
Taking Woodstock,2009,R, 2h 0m,Music & Comedy & Drama,Ang Lee,Demetri Martin & Imelda Staunton & Henry Goodman & Liev Schreiber & Jonathan Groff & Eugene Levy & Emile Hirsch & Paul Dano & Kelli Garner & Jeffrey Dean Morgan & Adam Pally & Mamie Gummer & Dan Fogler & Skylar Astin & Richard Thomas & Kevin Chamberlin & Edward Hibbert & Lee Wong & Katherine Waterston & Anthoula Katsimatides & Clark Middleton & Bette Henritze & Sondra James & Christina Kirk & Daniel Eric Gold & Josh Safdie
Drumline,2002,PG-13, 1h 58m,Drama & Romance & Comedy & Music,Charles Stone III,Nick Cannon & Zoe Saldana & Orlando Jones & Leonard Roberts & GQ & Earl Poitier & Jason Weaver & Candace Carey & Shay Roundtree & Miguel A. Gaetan & J. Anthony Brown & Afemo Omilami & Tyreese Burnett & Brandon Hirsch & Angela Elayne Gibbs
Sex and Zen III,1998,NR, 1h 35m,Comedy & Romance,Aman Chang,Jane Chung & Karen Yeung Ga-Ling & Dung Yi & Elvis Tsui & Timothy Zao & Ronald Wong Ban & Chik King-Man & Ricky Yi Fan-Wai & Christine Hung & Lo Meng
Ariel,1988,not available, 1h 13m,Drama & Crime & Comedy,Aki Kaurismäki,Turo Pajala & Susanna Haavisto & Matti Pellonpää & Eetu Hilkamo
Accidental Love,2015,PG-13, 1h 40m,Romance & Comedy,David O. Russell,Jake Gyllenhaal & Jessica Biel & James Marsden & Catherine Keener & Paul Reubens & Kirstie Alley & James Brolin & Tracy Morgan & Malinda Williams & Kurt Fuller & David Ramsey & Michael Harding & Olivia Crocicchia & Conrad Goode & Bill Hader & Albert Gore III & Raymond L. Brown Jr.
